species,wav_air,excit_pot,vmic,log_gf,rad,stark,waals,lande,depth
Zr 2,3667.422,0.7097,1.0,-1.5,0.0,0.0,0.0,0.84,0.237
V 1,3667.7379,2.0395,1.0,0.37,8.28,-4.78,-7.267,1.01,0.243
Ce 2,3667.9779,0.357,1.0,-0.17,0.0,0.0,0.0,1.13,0.273
Fe 1,3667.9859,3.2112,1.0,-0.855,8.06,-4.69,-7.52,1.47,0.896
Fe 1,3667.9946,2.9904,1.0,-1.595,7.72,-6.15,-7.81,1.32,0.857
Cr 1,3668.027,2.5438,1.0,-1.67,8.29,-5.52,-7.7,-0.13,0.203
Fe 1,3668.2095,3.241,1.0,-1.2,8.02,-4.69,-7.51,1.43,0.867
Fe 1,3668.2105,3.241,1.0,-1.26,0.0,0.0,-7.209,99.0,0.862
Ni 1,3668.2126,3.941,1.0,-0.349,8.19,-5.23,-7.52,1.29,0.747
Zr 2,3668.432,0.4091,1.0,-1.138,0.0,0.0,0.0,1.45,0.612
Fe 1,3668.5294,3.0469,1.0,-2.941,7.81,-5.88,-7.8,1.3,0.397
Fe 1,3668.5609,2.6085,1.0,-4.181,8.44,-5.75,-7.69,-0.11,0.083
Ce 2,3668.724,0.0,1.0,-1.23,0.0,0.0,0.0,0.52,0.063
Fe 1,3668.8891,2.5881,1.0,-2.47,8.07,-6.29,-7.699,1.15,0.805
Ti 1,3668.9632,0.0211,1.0,-1.26,7.02,-6.11,-7.734,1.0,0.854
CH 1,3668.969,0.0716,1.0,-2.175,6.4,0.0,0.0,99.0,0.128
Fe 1,3669.0057,3.0385,1.0,-3.689,7.92,-4.43,-7.49,3.49,0.099
Fe 1,3669.1519,2.9904,1.0,-0.98,7.71,-5.52,-7.624,0.98,0.905
Ni 1,3669.233,0.1652,1.0,-2.677,5.94,-6.28,-7.822,1.01,0.946
CH 1,3669.273,0.0718,1.0,-2.088,6.4,0.0,0.0,99.0,0.151
Mn 1,3669.3902,2.1637,1.0,-2.706,7.78,-6.09,-7.78,1.34,0.113
V 2,3669.4125,2.5247,1.0,-0.46,8.28,-6.45,-7.87,1.13,0.576
Sc 2,3669.4852,1.5004,1.0,-2.101,8.47,-6.37,-7.83,1.51,0.075
Fe 1,3669.5207,2.7275,1.0,-0.481,7.91,-6.28,-7.67,0.88,0.945
Fe 1,3669.6802,2.9904,1.0,-1.597,7.72,-4.94,-7.49,0.5,0.857
Mn 1,3669.8306,2.1427,1.0,-1.99,7.78,-6.09,-7.66,1.41,0.433
Fe 1,3670.0243,2.845,1.0,-1.061,7.97,-6.03,-7.79,1.46,0.911
Co 1,3670.0375,2.008,1.0,-1.599,7.68,-6.17,-7.8,1.43,0.35
Fe 1,3670.0883,2.9488,1.0,-0.7,7.0,-6.14,-7.661,1.06,0.924
Ni 1,3670.4258,0.1652,1.0,-2.39,8.1,-6.14,-7.725,0.68,0.957
Mn 1,3670.5042,2.1142,1.0,-1.92,7.78,-6.09,-7.664,1.44,0.496
Fe 1,3670.618,3.9286,1.0,-0.749,8.14,-4.86,-7.46,1.42,0.837
Fe 1,3670.6372,3.2671,1.0,-3.397,7.6,-4.56,-7.45,1.15,0.119
CH 1,3670.674,0.268,1.0,-1.894,6.4,0.0,0.0,99.0,0.154
CH 1,3670.674,0.2681,1.0,-1.863,6.4,0.0,0.0,99.0,0.163
Fe 1,3670.8069,2.4844,1.0,-1.952,8.02,-6.02,-7.615,0.77,0.877
Sm 2,3670.82,0.1039,1.0,-0.24,0.0,0.0,0.0,0.96,0.34
Fe 1,3670.9972,3.9841,1.0,-2.588,7.59,-3.98,-7.25,0.91,0.149
V 1,3671.2027,1.3505,1.0,-0.44,7.93,-5.82,-7.608,0.88,0.192
Gd 2,3671.205,0.0785,1.0,-0.22,0.0,0.0,0.0,1.24,0.348
Zr 2,3671.264,0.7133,1.0,-0.58,0.0,0.0,0.0,0.94,0.728
Fe 1,3671.2814,3.9433,1.0,-2.872,8.82,-5.64,-7.81,-0.13,0.089
Fe 1,3671.502,3.2657,1.0,-2.47,8.04,-4.57,-7.51,1.45,0.55
Fe 1,3671.5179,2.4534,1.0,-3.745,8.2,-5.85,-7.75,0.01,0.277
Nd 2,3671.648,0.3206,1.0,-0.91,0.0,0.0,0.0,1.12,0.085
Ti 1,3671.6706,0.048,1.0,-1.03,8.25,-5.99,-7.612,1.15,0.876
Fe 1,3671.685,2.7586,1.0,-2.038,7.46,-6.21,-7.8,0.88,0.838
Cr 1,3671.9324,3.4348,1.0,-1.233,8.0,-6.12,-7.75,1.41,0.088
Ni 1,3671.9389,2.7403,1.0,-2.578,8.12,-3.55,-7.46,0.55,0.249
Fe 1,3672.1156,3.3014,1.0,-2.201,7.87,-4.29,-7.54,1.0,0.669
Ce 2,3672.155,0.1749,1.0,-1.14,0.0,0.0,0.0,1.58,0.054
Dy 2,3672.302,1.3135,1.0,0.46,0.0,0.0,0.0,1.65,0.188
Nd 2,3672.31,1.1714,1.0,0.58,0.0,0.0,0.0,0.67,0.307
V 1,3672.4104,2.0975,1.0,0.35,7.9,-5.35,-7.243,1.3,0.213
Fe 1,3672.458,4.0758,1.0,-1.443,8.62,-4.78,-7.46,1.23,0.659
Fe 1,3672.6031,3.6416,1.0,-2.561,8.22,-5.17,-7.72,0.88,0.29
Zr 2,3672.664,0.0947,1.0,-2.21,0.0,0.0,0.0,1.95,0.194
Fe 1,3672.7072,2.4534,1.0,-2.111,7.55,-5.75,-7.694,1.56,0.866
Ce 2,3672.7868,0.9043,1.0,-0.31,0.0,0.0,0.0,1.09,0.07
Fe 1,3672.7939,3.6864,1.0,-2.937,7.67,-4.35,-7.34,0.6,0.132
CH 1,3673.032,0.1553,1.0,-1.711,6.4,0.0,0.0,99.0,0.267
Fe 1,3673.0827,3.9597,1.0,-0.468,8.3,-4.89,-7.5,0.85,0.859
Dy 2,3673.14,0.0,1.0,-1.39,0.0,0.0,0.0,1.25,0.057
CH 1,3673.212,0.1554,1.0,-1.662,6.4,0.0,0.0,99.0,0.292
Ni 1,3673.3437,3.7057,1.0,-2.219,8.22,-4.81,-7.44,1.34,0.079
V 1,3673.4028,2.0547,1.0,0.49,8.3,-4.74,-7.263,1.13,0.294
Ca 1,3673.4179,2.5213,1.0,-1.555,6.7,-2.73,-6.77,0.75,0.585
Nd 2,3673.485,1.2512,1.0,0.54,0.0,0.0,0.0,0.68,0.247
Fe 1,3673.5175,3.3009,1.0,-2.69,7.85,-4.57,-7.48,1.38,0.399
Ce 2,3673.633,0.32,1.0,-1.0,0.0,0.0,0.0,0.97,0.053
Fe 1,3673.6792,3.8816,1.0,-1.54,8.2,-5.33,-7.39,1.21,0.697
Cr 1,3673.6973,4.0964,1.0,-0.763,8.1,-5.05,-7.54,0.75,0.062
H 1,3673.759,10.1988,1.0,-2.639,8.8,2.0,23.0,99.0,0.05
Fe 1,3674.0405,3.3014,1.0,-1.785,7.85,-4.57,-7.48,0.11,0.79
Ni 1,3674.0622,0.0254,1.0,-2.57,4.86,-6.31,-7.81,1.17,0.957
Dy 2,3674.09,0.0,1.0,-0.81,0.0,0.0,0.0,0.92,0.194
Ni 1,3674.1438,0.4228,1.0,-1.9,7.97,-6.13,-7.682,0.88,0.962
Fe 1,3674.4067,3.2367,1.0,-1.442,7.09,-5.47,-7.79,1.5,0.844
V 2,3674.6849,2.4676,1.0,-1.27,8.24,-6.55,-7.87,1.43,0.196
Zr 2,3674.714,0.3189,1.0,-0.51,0.0,0.0,0.0,0.56,0.845
Fe 1,3674.7633,2.8316,1.0,-1.318,7.92,-6.08,-7.685,1.55,0.894
Sc 2,3675.2605,0.315,1.0,-2.363,8.17,-6.31,-7.86,0.75,0.41
Ca 1,3675.2874,2.523,1.0,-1.384,6.7,-2.74,-6.77,1.0,0.662
Ca 1,3675.2951,2.523,1.0,-2.289,6.7,-2.73,-6.77,0.91,0.199
Fe 1,3675.4429,2.6085,1.0,-2.659,8.07,-5.59,-7.77,0.97,0.757
Mn 1,3675.6545,4.6854,1.0,-0.44,8.21,-4.43,-7.69,2.01,0.082
Fe 1,3675.6811,3.0385,1.0,-2.367,7.93,-4.99,-7.5,1.65,0.708
V 1,3675.6993,0.2753,1.0,-1.05,8.25,-6.02,-7.74,1.57,0.427
Fe 1,3675.7551,3.8835,1.0,-1.68,8.21,-5.33,-7.39,0.96,0.64
Fe 1,3676.3106,2.5592,1.0,-0.986,7.36,-6.15,-7.699,1.14,0.932
Cr 1,3676.313,2.9872,1.0,-0.536,8.01,-5.5,-7.73,1.48,0.58
Fe 1,3676.3551,2.5592,1.0,-3.01,7.13,-6.11,-7.82,2.09,0.639
Tb 2,3676.36,0.126,1.0,0.48,0.0,0.0,0.0,99.0,0.242
H 1,3676.363,10.1988,1.0,-2.58,8.8,2.0,22.0,99.0,0.061
Cr 2,3676.4756,2.434,1.0,-3.895,8.35,-6.47,-7.863,1.66,0.138
Co 1,3676.5543,2.8745,1.0,0.321,7.97,-6.12,-7.8,1.08,0.809
Dy 2,3676.59,0.1027,1.0,-0.57,0.0,0.0,0.0,1.05,0.252
Sc 2,3676.627,1.507,1.0,-1.619,8.47,-6.37,-7.83,1.49,0.199
V 1,3676.7041,2.1247,1.0,0.57,8.3,-4.62,-7.232,1.39,0.3
Fe 1,3676.8063,3.8835,1.0,-1.753,8.14,-5.19,-7.35,1.19,0.606
Fe 1,3676.8725,2.998,1.0,-1.64,8.12,-5.0,-7.214,2.86,0.851
Mn 1,3676.9506,4.6656,1.0,0.25,8.34,-6.03,-7.63,1.08,0.319
Ni 1,3677.0166,3.8983,1.0,-2.07,8.29,-4.27,-7.19,0.97,0.072
Ni 1,3677.0692,3.8983,1.0,-1.966,8.25,-4.58,-7.18,1.06,0.091
Fe 1,3677.3055,3.5465,1.0,-0.49,8.06,-6.09,-7.777,0.79,0.893
Fe 1,3677.3458,2.9904,1.0,-2.869,7.68,-6.11,-7.8,1.09,0.474
Fe 1,3677.4534,3.8816,1.0,0.225,8.05,-4.35,-7.33,1.12,0.913
Fe 1,3677.5033,3.3009,1.0,-1.008,8.22,-5.63,-7.73,1.06,0.876
Fe 1,3677.6276,2.7586,1.0,-0.21,7.92,-6.28,-7.667,0.84,0.952
Cr 2,3677.667,2.7056,1.0,-1.511,0.0,0.0,-7.791,1.43,0.855
Ti 1,3677.7639,1.4601,1.0,-1.89,8.27,-6.1,-7.68,1.14,0.058
CH 1,3677.817,0.096,1.0,-2.105,6.4,0.0,0.0,99.0,0.139
Cr 2,3677.8457,2.7058,1.0,-1.503,8.32,-6.58,-7.794,1.58,0.855
Cr 2,3677.882,2.7058,1.0,-1.803,0.0,0.0,-7.791,1.76,0.821
Co 1,3677.9963,0.5815,1.0,-3.16,7.71,-6.2,-7.731,2.71,0.276
CH 1,3678.083,0.0962,1.0,-2.032,6.4,0.0,0.0,99.0,0.161
Nd 2,3678.18,0.0,1.0,-1.39,0.0,0.0,0.0,1.74,0.057
Ca 1,3678.2137,2.5257,1.0,-1.223,6.69,-2.75,-6.77,1.14,0.716
Ca 1,3678.2272,2.5257,1.0,-2.289,6.69,-2.74,-6.77,1.21,0.197
Sc 2,3678.3397,4.0109,1.0,0.16,8.79,-5.81,-7.71,1.0,0.064
Fe 1,3678.8389,3.9433,1.0,-1.371,8.22,-4.41,-7.45,0.53,0.73
Fe 1,3678.8581,3.8816,1.0,-2.112,8.56,-4.97,-7.41,0.62,0.403
Fe 1,3678.86,2.4242,1.0,-1.332,7.88,-6.09,-7.752,1.42,0.923
Zr 2,3678.878,1.756,1.0,-0.3,0.0,0.0,0.0,1.12,0.329
Cr 1,3678.9203,3.847,1.0,-0.99,8.16,-4.49,-7.59,1.2,0.062
Fe 1,3678.9679,3.0713,1.0,-2.58,7.69,-4.74,-7.45,0.77,0.595
Fe 1,3678.9968,2.2786,1.0,-2.357,7.82,-6.27,-7.79,1.98,0.86
Fe 1,3679.1078,3.0713,1.0,-3.418,8.01,-5.13,-7.51,1.98,0.162
Fe 1,3679.161,4.1426,1.0,-1.956,8.58,-4.76,-7.25,0.7,0.35
Fe 1,3679.3458,2.5592,1.0,-4.145,7.52,-6.08,-7.81,1.15,0.102
H 1,3679.353,10.1988,1.0,-2.518,8.8,2.0,21.0,99.0,0.077
Fe 1,3679.5324,2.998,1.0,-3.577,7.96,-5.0,-7.53,0.86,0.136
Ti 2,3679.6775,1.5818,1.0,-1.55,8.35,-6.48,-7.84,1.09,0.818
Ti 1,3679.7473,1.4298,1.0,-1.49,8.31,-5.89,-7.65,0.92,0.147
Fe 1,3679.913,0.0,1.0,-1.599,7.26,-6.15,-7.764,1.43,0.983
Fe 1,3679.9497,3.9841,1.0,-2.469,8.13,-4.12,-7.47,0.2,0.184
Ce 2,3680.089,0.3275,1.0,-0.98,0.0,0.0,0.0,0.94,0.052
V 1,3680.1128,2.0741,1.0,0.57,8.32,-4.73,-7.257,1.09,0.328
Mn 1,3680.1211,4.6395,1.0,-0.41,8.31,-5.3,-7.66,1.16,0.094
Ti 2,3680.1988,4.0017,1.0,-0.98,8.13,-6.38,-7.86,0.83,0.135
Fe 1,3680.3401,3.2515,1.0,-1.363,7.96,-5.38,-7.45,1.48,0.85
Fe 1,3680.3785,3.4149,1.0,-1.507,7.86,-5.06,-7.51,0.79,0.813
Fe 1,3680.657,3.2112,1.0,-1.039,8.06,-3.96,-7.52,1.11,0.882
Fe 1,3680.6996,3.3009,1.0,-1.55,7.98,-4.76,-7.59,1.0,0.824
Fe 1,3680.7386,3.3965,1.0,-2.607,8.05,-4.89,-7.51,0.3,0.393
Fe 1,3680.7844,3.9841,1.0,0.098,8.29,-3.62,-7.37,1.21,0.898
Fe 1,3680.9398,3.8835,1.0,-1.406,8.57,-4.97,-7.41,1.5,0.737
Fe 1,3680.9775,4.2204,1.0,-2.839,8.27,-3.84,-7.13,1.17,0.054
Cr 1,3680.9978,3.8446,1.0,-0.947,8.21,-4.8,-7.57,1.29,0.071
Ni 1,3681.107,1.9354,1.0,-3.963,7.57,-5.85,-7.81,1.08,0.076
Fe 1,3681.1495,3.8835,1.0,-2.89,7.56,-4.27,-7.16,1.52,0.098
Fe 1,3681.2246,3.3014,1.0,-0.775,7.98,-4.76,-7.59,0.4,0.893
Ti 1,3681.2631,1.9685,1.0,-1.236,8.0,-5.2,-7.46,0.58,0.085
Fe 1,3681.6438,2.998,1.0,-1.515,8.32,-4.84,-7.216,0.48,0.862
Cr 1,3681.689,2.9872,1.0,-0.869,8.02,-5.53,-7.72,1.49,0.388
Fe 1,3681.8722,3.6946,1.0,-1.187,8.25,-6.21,-7.73,1.02,0.815
Fe 1,3682.0263,3.6025,1.0,-1.935,7.64,-4.35,-7.34,1.09,0.652
Fe 1,3682.0712,4.1426,1.0,-2.738,8.7,-4.04,-7.25,1.0,0.078
Mn 1,3682.0787,4.6788,1.0,0.19,8.31,-5.77,-7.628,0.95,0.285
Fe 1,3682.1671,2.998,1.0,-0.976,8.32,-5.12,-7.54,1.97,0.903
Fe 1,3682.2104,2.9398,1.0,-0.158,8.35,-5.28,-7.54,1.93,0.946
Fe 1,3682.212,3.3009,1.0,-2.27,7.28,-5.23,-7.75,1.25,0.637
Fe 1,3682.2441,3.5465,1.0,0.24,8.29,-6.21,-7.633,1.01,0.932
Tb 2,3682.3,0.6382,1.0,0.33,0.0,0.0,0.0,99.0,0.063
Ni 1,3682.457,3.7963,1.0,-2.126,8.32,-5.0,-7.49,0.36,0.08
CH 1,3682.489,0.1898,1.0,-1.662,6.4,0.0,0.0,99.0,0.275
CH 1,3682.653,0.1899,1.0,-1.618,6.4,0.0,0.0,99.0,0.296
Zr 2,3682.662,0.7133,1.0,-1.4,0.0,0.0,0.0,2.06,0.284
Er 2,3682.701,0.8921,1.0,-0.38,0.0,0.0,0.0,1.56,0.063
Fe 1,3682.7375,3.3014,1.0,-1.419,7.28,-5.23,-7.75,0.21,0.838
H 1,3682.808,10.1988,1.0,-2.453,8.8,2.0,20.0,99.0,0.099
Fe 1,3682.8876,3.9286,1.0,-3.001,8.01,-4.16,-7.31,1.51,0.069
Co 1,3683.0496,2.0802,1.0,-0.283,8.07,-5.96,-7.79,1.26,0.844
Fe 1,3683.0543,0.0516,1.0,-2.57,7.24,-6.15,-7.758,2.0,0.977
V 1,3683.1142,0.267,1.0,-0.67,8.25,-6.02,-7.74,1.68,0.664
Pb 1,3683.462,0.9695,1.0,-0.46,0.0,0.0,0.0,1.5,0.404
Fe 1,3683.5824,3.9597,1.0,-0.995,8.12,-4.56,-7.5,1.19,0.801
Fe 1,3683.6114,3.3009,1.0,-0.972,7.82,-4.82,-7.52,0.98,0.878
Fe 1,3683.6287,2.4844,1.0,-2.6,8.13,-6.01,-7.75,1.41,0.799
Cr 1,3683.6513,3.4216,1.0,-1.193,8.24,-6.06,-7.75,1.24,0.098
Fe 1,3683.7541,3.9286,1.0,-2.543,8.21,-5.3,-7.4,0.76,0.176
Fe 1,3684.1072,2.7275,1.0,-0.374,7.55,-6.11,-7.751,0.81,0.948
Fe 1,3684.1373,3.3014,1.0,-0.878,7.82,-4.82,-7.52,0.41,0.886
Cr 2,3684.224,4.9441,1.0,-0.844,8.48,-6.6,-7.789,1.14,0.432
Er 2,3684.278,0.6364,1.0,-0.62,0.0,0.0,0.0,1.27,0.064
Co 1,3684.4777,2.0802,1.0,-1.274,8.03,-6.05,-7.79,1.42,0.506
Mn 1,3684.5289,3.7634,1.0,-1.099,7.24,-5.67,-7.82,1.22,0.129
Fe 1,3684.5616,3.2515,1.0,-2.875,7.78,-4.63,-7.52,1.2,0.322
Mn 1,3684.8576,4.6854,1.0,-0.38,8.28,-5.95,-7.627,0.84,0.093
Co 1,3684.9581,2.3278,1.0,-1.633,8.28,-6.24,-7.78,1.92,0.186
Mn 2,3685.0514,5.3969,1.0,-1.317,8.53,-6.49,-7.88,1.41,0.063
Ti 2,3685.1809,0.5739,1.0,-0.1,8.16,-6.39,-7.85,0.81,0.975
Ti 2,3685.1964,0.6072,1.0,0.072,8.17,-6.39,-7.85,1.07,0.977
Mn 1,3685.209,2.1782,1.0,-2.59,7.78,-6.09,-7.657,0.4,0.14
Fe 1,3685.4957,3.3009,1.0,-1.915,7.84,-5.01,-7.56,0.95,0.761
Cr 1,3685.533,2.5441,1.0,-0.864,7.37,-4.6,-7.33,1.15,0.636
Ti 1,3685.5822,1.4432,1.0,-1.46,8.31,-5.97,-7.65,1.2,0.153
Fe 1,3685.6602,2.6085,1.0,-3.901,8.37,-5.75,-7.7,1.2,0.152
Ni 1,3685.706,3.7963,1.0,-2.211,8.41,-4.89,-7.53,2.02,0.065
Nd 2,3685.765,0.9931,1.0,0.74,0.0,0.0,0.0,0.57,0.503
Ti 1,3685.9527,1.4298,1.0,-0.8,8.32,-5.75,-7.65,0.74,0.488
Fe 1,3685.9968,2.9398,1.0,-0.126,8.33,-5.12,-7.246,1.02,0.947
Nd 2,3686.067,1.4023,1.0,0.0,0.0,0.0,0.0,0.59,0.059
Cr 1,3686.127,2.5446,1.0,-1.924,7.37,-4.6,-7.33,1.33,0.125
V 1,3686.2571,1.3763,1.0,-0.34,7.93,-5.79,-7.607,1.03,0.217
Fe 1,3686.2578,2.4242,1.0,-1.62,7.74,-6.13,-7.752,1.5,0.906
Gd 2,3686.326,0.9909,1.0,-0.16,0.0,0.0,0.0,1.51,0.066
Co 1,3686.4746,2.6304,1.0,-1.529,8.09,-5.83,-7.79,1.63,0.127
Fe 1,3686.6198,3.9841,1.0,-0.964,7.77,-3.39,-7.14,2.21,0.802
Cr 2,3686.6645,4.7812,1.0,-1.19,8.3,-6.49,-7.862,1.12,0.344
Fe 1,3686.6887,3.9433,1.0,-1.543,8.12,-4.86,-7.46,0.49,0.671
Ti 1,3686.7311,2.2393,1.0,-0.846,8.61,-5.4,-7.61,1.52,0.11
Cr 1,3686.751,2.5446,1.0,-1.702,7.39,-4.61,-7.34,1.24,0.191
Cr 1,3686.788,2.5446,1.0,-0.908,7.39,-4.61,-7.34,1.07,0.613
H 1,3686.831,10.1988,1.0,-2.385,8.8,2.0,19.0,99.0,0.125
Cr 1,3686.868,2.5443,1.0,-1.633,7.41,-4.62,-7.34,1.09,0.219
Cr 1,3687.048,2.5438,1.0,-1.742,7.45,-4.62,-7.34,0.69,0.177
Cr 1,3687.0741,3.8496,1.0,-0.993,8.16,-5.08,-7.61,1.04,0.062
Fe 1,3687.0964,2.1759,1.0,-1.756,8.0,-5.85,-7.798,1.95,0.916
Cr 1,3687.2371,3.4488,1.0,-0.206,8.0,-6.12,-7.75,1.19,0.511
Cr 1,3687.238,2.5446,1.0,-0.975,7.41,-4.62,-7.34,0.95,0.578
Nd 2,3687.284,0.1823,1.0,-0.49,0.0,0.0,0.0,1.1,0.258
Cr 1,3687.32,2.5438,1.0,-1.143,7.47,-4.63,-7.34,0.55,0.483
Ti 1,3687.3393,0.048,1.0,-2.36,8.26,-5.98,-7.615,2.0,0.377
Cu 1,3687.434,3.8167,1.0,-1.058,0.0,0.0,0.0,99.0,0.106
Cu 1,3687.4358,3.8167,1.0,-0.757,8.24,-2.99,-7.09,1.1,0.192
Fe 1,3687.4562,0.859,1.0,-0.833,8.16,-6.11,-7.69,1.51,0.982
V 1,3687.4827,2.0975,1.0,0.66,8.33,-4.7,-7.249,1.41,0.366
Cr 1,3687.521,2.5443,1.0,-1.044,7.45,-4.62,-7.34,0.86,0.539
CH 1,3687.628,0.1237,1.0,-2.046,6.4,0.0,0.0,99.0,0.148
Fe 1,3687.6578,2.7275,1.0,-0.868,7.89,-6.22,-7.79,1.12,0.927
Gd 2,3687.752,0.3542,1.0,-0.13,0.0,0.0,0.0,1.47,0.249
CH 1,3687.865,0.1239,1.0,-1.982,6.4,0.0,0.0,99.0,0.168
Cr 2,3687.9947,2.4546,1.0,-4.182,8.36,-6.47,-7.863,1.55,0.072
Cr 1,3688.0235,3.4348,1.0,-1.364,7.81,-6.15,-7.78,1.05,0.064
V 1,3688.0682,0.2866,1.0,-0.28,8.25,-6.02,-7.74,1.6,0.801
Ti 1,3688.2612,1.9807,1.0,-1.059,8.0,-5.2,-7.46,0.86,0.12
Ni 1,3688.4135,0.2748,1.0,-2.34,7.94,-6.12,-7.713,1.5,0.953
Eu 2,3688.422,0.0,1.0,-0.99,0.0,0.0,0.0,2.05,0.115
Eu 2,3688.443,0.0,1.0,-0.952,0.0,0.0,0.0,2.05,0.125
Fe 1,3688.4605,3.2515,1.0,-0.9,7.66,-4.8,-7.122,0.76,0.888
Fe 1,3688.801,3.9433,1.0,-0.021,8.29,-5.58,-7.43,1.25,0.892
Fe 1,3688.8655,2.4534,1.0,-2.14,7.8,-5.86,-7.718,1.08,0.861
Fe 1,3689.0009,3.3683,1.0,-2.109,8.06,-4.75,-7.51,0.62,0.676
Fe 1,3689.0091,2.4327,1.0,-2.13,8.23,-5.75,-7.623,0.43,0.864
Fe 1,3689.0761,3.3009,1.0,-2.163,6.55,-5.69,-7.79,1.09,0.682
Ni 1,3689.3153,3.6785,1.0,-1.17,8.09,-5.41,-7.54,1.27,0.519
Fe 1,3689.369,3.0385,1.0,-1.427,7.98,-4.3,-7.5,0.23,0.865
Fe 1,3689.4577,2.9398,1.0,-0.168,8.35,-5.07,-7.54,1.66,0.945
Fe 1,3689.4773,2.845,1.0,-1.684,7.92,-6.08,-7.8,1.44,0.862
Cr 1,3689.624,3.4348,1.0,-1.011,8.27,-6.19,-7.74,1.08,0.137
Ti 1,3689.6648,2.2312,1.0,-0.992,8.61,-5.0,-7.61,1.5,0.08
Nd 2,3689.687,0.3802,1.0,-0.33,0.0,0.0,0.0,1.01,0.24
Fe 1,3689.8676,3.0469,1.0,-1.5,7.85,-6.12,-7.693,1.03,0.858
Fe 1,3689.9074,3.9286,1.0,-0.523,8.16,-4.56,-7.43,1.31,0.855
Ti 1,3689.9138,0.048,1.0,-1.21,6.97,-6.11,-7.733,1.09,0.854
Ni 1,3690.0136,3.8327,1.0,-1.959,8.26,-4.61,-7.43,1.22,0.105
Ru 2,3690.049,2.4027,1.0,0.0,0.0,0.0,0.0,1.75,0.067
V 1,3690.2794,0.2619,1.0,-0.44,8.25,-6.02,-7.742,2.07,0.765
Pd 1,3690.336,1.4533,1.0,-0.34,0.0,0.0,0.0,0.9,0.205
Fe 1,3690.4547,3.111,1.0,-1.127,8.18,-6.26,-7.74,0.8,0.883
V 1,3690.6456,2.0975,1.0,-0.264,8.29,-4.14,-7.54,1.26,0.06
Co 1,3690.7141,2.0418,1.0,-0.987,8.18,-5.98,-7.79,0.9,0.685
Fe 1,3690.7267,3.5732,1.0,-0.173,8.26,-5.98,-7.625,1.07,0.91
Fe 1,3690.7777,4.0758,1.0,-2.542,7.28,-3.91,-7.33,0.21,0.137
Mn 1,3690.7979,4.2327,1.0,-0.898,8.04,-6.15,-7.77,1.17,0.077
Fe 1,3690.9505,3.5732,1.0,-2.628,8.05,-5.99,-7.74,0.91,0.289
Fe 1,3691.1742,2.6085,1.0,-3.213,8.07,-6.29,-7.77,1.81,0.495
Ni 1,3691.1912,3.8983,1.0,-1.982,8.34,-4.38,-7.49,0.89,0.089
H 1,3691.555,10.1988,1.0,-2.313,8.8,2.0,18.0,99.0,0.16
V 1,3692.2194,0.2753,1.0,-0.17,8.25,-6.02,-7.74,1.71,0.824
Rh 1,3692.358,0.0,1.0,0.174,0.0,0.0,0.0,1.19,0.326
Fe 1,3692.6479,3.3009,1.0,-2.246,6.64,-6.0,-7.8,1.76,0.647
Er 2,3692.649,0.0546,1.0,0.28,0.0,0.0,0.0,1.12,0.709
Mn 1,3692.8104,2.1637,1.0,-2.12,7.78,-6.09,-7.66,0.72,0.345
Fe 1,3693.0264,3.0176,1.0,-1.121,7.17,-6.29,-7.8,1.24,0.891
Cr 1,3693.079,3.4488,1.0,-0.734,8.26,-6.07,-7.74,0.93,0.231
Co 1,3693.1098,2.0802,1.0,-0.714,8.4,-5.84,-7.76,1.07,0.768
Fe 1,3693.1224,3.6343,1.0,-2.011,8.24,-6.12,-7.78,0.98,0.598
Co 1,3693.2565,1.7403,1.0,-2.707,6.27,-6.22,-7.81,1.97,0.067
Co 1,3693.363,2.008,1.0,-1.51,7.75,-6.14,-7.8,0.82,0.403
CH 1,3693.378,0.2276,1.0,-1.618,6.4,0.0,0.0,99.0,0.277
Mn 1,3693.4315,3.7716,1.0,-1.409,7.24,-5.67,-7.82,1.49,0.065
Co 1,3693.476,2.0421,1.0,-0.864,7.94,-6.08,-7.8,1.11,0.734
CH 1,3693.491,0.2277,1.0,-1.579,6.4,0.0,0.0,99.0,0.296
Mn 1,3693.6645,4.2327,1.0,0.549,8.03,-6.16,-7.77,1.1,0.675
Fe 1,3693.7752,1.5574,1.0,-3.702,8.65,-5.89,-7.71,2.09,0.771
Ni 1,3693.9338,0.1091,1.0,-3.181,5.08,-6.3,-7.83,0.98,0.921
Sm 2,3693.9895,0.0,1.0,-0.64,0.0,0.0,0.0,0.09,0.197
Fe 1,3694.0058,3.0385,1.0,0.078,8.32,-5.22,-7.202,1.51,0.949
Fe 1,3694.0469,3.9841,1.0,-2.042,7.64,-3.95,-7.28,1.87,0.389
Mn 1,3694.091,2.8884,1.0,-1.945,7.29,-6.13,-7.77,1.33,0.127
Ca 2,3694.1069,7.5148,1.0,-1.065,7.78,-3.97,-7.05,1.1,0.055
Mn 1,3694.1507,4.2679,1.0,-0.689,7.92,-6.17,-7.77,1.64,0.112
Yb 2,3694.1915,0.0,1.0,-0.32,0.0,0.0,0.0,1.33,0.891
Fe 1,3694.4213,3.4149,1.0,-2.635,8.05,-4.63,-7.44,1.08,0.366
Ti 1,3694.4408,1.4432,1.0,-0.62,8.31,-5.89,-7.65,1.0,0.587
Fe 1,3694.4557,3.0385,1.0,-2.904,8.36,-5.11,-7.53,3.69,0.421
